"DISTRICT","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","ANNUAL","JAN.FEB","MAM","JJAS","OND","Apple_Whole year","Arcanut (Processed)_Whole year","Arecanut_Kharif","Arecanut_Rabi","Arecanut_Whole year","Arhar_Kharif","Arhar_Rabi","Arhar_Whole year","Ash Gourd_Whole year","Atcanut (Raw)_Whole year","Bajra_Kharif","Bajra_Rabi","Bajra_Summer","Bajra_Whole year","Banana_Autumn","Banana_Kharif","Banana_Rabi","Banana_Summer","Banana_Whole year","Banana_Winter","Barley_Kharif","Barley_Rabi","Beans & Mutter(Vegetable)_Whole year","Beet Root_Whole year","Ber_Whole year","Bhindi_Whole year","Bitter Gourd_Whole year","Black pepper_Kharif","Black pepper_Rabi","Black pepper_Whole year","Bottle Gourd_Whole year","Brinjal_Whole year","Cabbage_Whole year","Cardamom_Kharif","Cardamom_Whole year","Carrot_Whole year","Cashewnut_Kharif","Cashewnut_Whole year","Cashewnut Processed_Whole year","Cashewnut Raw_Whole year","Castor seed_Kharif","Castor seed_Rabi","Castor seed_Whole year","Cauliflower_Whole year","Citrus Fruit_Whole year","Coconut ('000 Nuts)_Kharif","Coconut ('000 Nuts)_Rabi","Coconut ('000 Nuts)_Whole year","Coffee_Whole year","Cond-spcs other_Kharif","Cond-spcs other_Rabi","Coriander_Kharif","Coriander_Rabi","Coriander_Whole year","Cotton(lint)_Autumn","Cotton(lint)_Kharif","Cotton(lint)_Rabi","Cotton(lint)_Whole year","Cotton(lint)_Winter","Cucumber_Whole year","Drum Stick_Whole year","Dry chillies_Autumn","Dry chillies_Kharif","Dry chillies_Rabi","Dry chillies_Summer","Dry chillies_Whole year","Dry chillies_Winter","Dry ginger_Autumn","Dry ginger_Kharif","Dry ginger_Rabi","Dry ginger_Summer","Dry ginger_Whole year","Dry ginger_Winter","Garlic_Kharif","Garlic_Rabi","Garlic_Whole year","Gram_Kharif","Gram_Rabi","Gram_Whole year","Grapes_Whole year","Groundnut_Autumn","Groundnut_Kharif","Groundnut_Rabi","Groundnut_Summer","Groundnut_Whole year","Groundnut_Winter","Guar seed_Kharif","Guar seed_Whole year","Horse-gram_Kharif","Horse-gram_Rabi","Horse-gram_Summer","Horse-gram_Whole year","Horse-gram_Winter","Jack Fruit_Whole year","Jowar_Kharif","Jowar_Rabi","Jowar_Summer","Jowar_Whole year","Jute_Autumn","Jute_Kharif","Jute_Rabi","Jute_Summer","Jute & mesta_Kharif","Jute & mesta_Whole year","Kapas_Kharif","Khesari_Kharif","Khesari_Rabi","Korra_Kharif","Korra_Rabi","Lab-Lab_Whole year","Linseed_Kharif","Linseed_Rabi","Litchi_Whole year","Maize_Autumn","Maize_Kharif","Maize_Rabi","Maize_Summer","Maize_Whole year","Maize_Winter","Mango_Whole year","Masoor_Kharif","Masoor_Rabi","Mesta_Kharif","Mesta_Whole year","Moong_Autumn","Moong_Kharif","Moong_Rabi","Moong_Summer","Moong_Whole year","Moong_Winter","Moth_Kharif","Moth_Whole year","Niger seed_Kharif","Niger seed_Rabi","Niger seed_Whole year","Niger seed_Winter","Oilseeds total_Kharif","Oilseeds total_Whole year","Onion_Autumn","Onion_Kharif","Onion_Rabi","Onion_Summer","Onion_Whole year","Onion_Winter","Orange_Whole year","Other  Rabi pulses_Rabi","Other  Rabi pulses_Whole year","Other Cereals & Millets_Kharif","Other Cereals & Millets_Rabi","Other Cereals & Millets_Whole year","Other Citrus Fruit_Whole year","Other Dry Fruit_Whole year","other fibres_Whole year","Other Fresh Fruits_Whole year","Other Kharif pulses_Kharif","Other Kharif pulses_Rabi","other misc. pulses_Kharif","other misc. pulses_Rabi","other oilseeds_Kharif","other oilseeds_Rabi","other oilseeds_Whole year","Other Vegetables_Whole year","Papaya_Whole year","Peach_Whole year","Pear_Whole year","Peas  (vegetable)_Whole year","Peas & beans (Pulses)_Autumn","Peas & beans (Pulses)_Kharif","Peas & beans (Pulses)_Rabi","Peas & beans (Pulses)_Summer","Peas & beans (Pulses)_Whole year","Peas & beans (Pulses)_Winter","Pineapple_Whole year","Plums_Whole year","Pome Fruit_Whole year","Pome Granet_Whole year","Potato_Autumn","Potato_Kharif","Potato_Rabi","Potato_Summer","Potato_Whole year","Potato_Winter","Pulses total_Kharif","Pulses total_Rabi","Pulses total_Whole year","Pump Kin_Whole year","Ragi_Autumn","Ragi_Kharif","Ragi_Rabi","Ragi_Summer","Ragi_Whole year","Ragi_Winter","Rapeseed &Mustard_Kharif","Rapeseed &Mustard_Rabi","Rapeseed &Mustard_Whole year","Rapeseed &Mustard_Winter","Redish_Whole year","Ribed Guard_Whole year","Rice_Autumn","Rice_Kharif","Rice_Rabi","Rice_Summer","Rice_Whole year","Rice_Winter","Rubber_Whole year","Safflower_Kharif","Safflower_Rabi","Samai_Kharif","Samai_Rabi","Sannhamp_Kharif","Sannhamp_Whole year","Sesamum_Autumn","Sesamum_Kharif","Sesamum_Rabi","Sesamum_Summer","Sesamum_Whole year","Sesamum_Winter","Small millets_Kharif","Small millets_Rabi","Small millets_Whole year","Snak Guard_Whole year","Soyabean_Autumn","Soyabean_Kharif","Soyabean_Rabi","Soyabean_Winter","Sugarcane_Autumn","Sugarcane_Kharif","Sugarcane_Rabi","Sugarcane_Summer","Sugarcane_Whole year","Sugarcane_Winter","Sunflower_Kharif","Sunflower_Rabi","Sunflower_Summer","Sunflower_Whole year","Sweet potato_Autumn","Sweet potato_Kharif","Sweet potato_Rabi","Sweet potato_Whole year","Sweet potato_Winter","Tapioca_Autumn","Tapioca_Kharif","Tapioca_Rabi","Tapioca_Whole year","Tea_Kharif","Tea_Whole year","Tobacco_Kharif","Tobacco_Rabi","Tobacco_Summer","Tobacco_Whole year","Tomato_Whole year","Total foodgrain_Kharif","Turmeric_Autumn","Turmeric_Kharif","Turmeric_Rabi","Turmeric_Summer","Turmeric_Whole year","Turmeric_Winter","Turnip_Whole year","Urad_Autumn","Urad_Kharif","Urad_Rabi","Urad_Summer","Urad_Whole year","Urad_Winter","Varagu_Kharif","Varagu_Rabi","Water Melon_Whole year","Wheat_Rabi","Wheat_Summer","Wheat_Winter","Yam_Whole year"
"ALWAR",9.6,10.2,5.6,5.5,15.8,44.2,196.9,213.3,100.9,20,4.1,4.8,630.9,19.8,26.9,555.3,28.9,NA,NA,NA,NA,NA,2144.2,NA,NA,NA,NA,213361.090909091,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,14622.3636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33333333333333,NA,NA,NA,239.5,NA,NA,NA,NA,NA,NA,NA,NA,76.4,NA,11355.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.6,NA,NA,1,NA,NA,NA,NA,NA,NA,4.5,NA,26642.1818181818,NA,NA,NA,984.454545454545,NA,NA,NA,NA,NA,35499.8,NA,NA,NA,NA,NA,NA,29531.3636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9453.45454545455,NA,NA,NA,NA,139.5,NA,107.363636363636,NA,NA,NA,44.3636363636364,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,7019.3,NA,NA,70.6,NA,NA,NA,NA,NA,NA,1192,404,21.5,NA,NA,NA,NA,690.666666666667,959,4742.5,25,NA,NA,NA,NA,NA,359.857142857143,NA,NA,NA,NA,NA,21.5,NA,NA,NA,NA,NA,109.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232910.8,NA,NA,NA,NA,NA,245.727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1,NA,4117.7,NA,NA,NA,NA,1.8,NA,NA,NA,NA,1.375,NA,NA,NA,NA,NA,NA,126,NA,NA,3,NA,NA,NA,NA,NA,17.3333333333333,NA,NA,NA,NA,14,NA,NA,NA,153.666666666667,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3636363636364,NA,NA,NA,NA,NA,NA,58,181124.636363636,NA,NA,NA
"AMBALA",38.9,31.6,25.3,7.7,20.5,105.2,307.8,326,177.6,34.4,8.8,20.9,1104.7,70.5,53.5,916.6,64.1,NA,NA,NA,NA,NA,89.5,NA,NA,NA,NA,320.916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,91.1666666666667,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,4,3.4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3335.75,NA,NA,NA,NA,NA,NA,1595.08333333333,NA,NA,NA,1.75,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,873.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.5,NA,NA,NA,NA,NA,11,NA,1700.5,NA,NA,NA,NA,NA,NA,40.9090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2115.16666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1361.4,NA,NA,NA,NA,NA,74106.8333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5.09090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9639,NA,NA,14620.4545454545,NA,NA,1725.72727272727,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,827.9,NA,NA,NA,NA,NA,NA,NA,81348.9166666667,NA,NA,NA
"AMRAVATI",10.1,6.3,7.8,3.7,6.4,137.2,254.2,243.8,151.4,53,15.2,8.3,897.4,16.4,17.9,786.6,76.5,NA,NA,NA,NA,NA,89512.3333333333,NA,NA,NA,NA,541.833333333333,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227732.181818182,NA,268200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52694.75,NA,80,NA,2384.66666666667,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79443.5454545455,283.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350,NA,NA,1092.45454545455,100,120.2,NA,NA,2970,NA,NA,NA,NA,NA,54303.4166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,NA,NA,100,NA,1000,800,NA,NA,NA,NA,NA,7183.33333333333,NA,NA,NA,1550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,NA,NA,NA,NA,NA,7513.58333333333,NA,NA,NA,NA,NA,NA,3211,NA,NA,NA,NA,NA,1441.83333333333,200,NA,NA,NA,2340,NA,NA,NA,NA,199678,167100,NA,NA,600,NA,NA,1926.5,NA,1114.41666666667,4570.41666666667,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,6773.41666666667,NA,NA,NA,NA,NA,NA,NA,24654.5454545455,NA,NA,NA
"AMRELI",0.6,0.2,1.4,0.2,3.2,104.8,190.8,126.2,96.4,25.4,16.6,1.5,567.3,0.8,4.8,518.2,43.5,NA,NA,NA,NA,NA,900,NA,NA,NA,NA,29530.7692307692,NA,630.769230769231,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933.33333333333,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151553.846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,3325,NA,NA,NA,268969.230769231,NA,2453.84615384615,NA,NA,NA,433.333333333333,NA,NA,NA,NA,NA,NA,8870,316.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1958.33333333333,800,NA,4000,NA,NA,NA,NA,NA,NA,NA,3523.07692307692,NA,2300,NA,NA,590.909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,3050,NA,2327.27272727273,NA,NA,100,NA,NA,250,NA,NA,NA,NA,NA,530,NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.692307692308,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30191.6666666667,NA,4400,NA,NA,2000,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1391.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2992.30769230769,NA,NA,NA,NA,NA,NA,NA,22353.8461538462,NA,NA,NA
"AMRITSAR",30.4,29,35.4,20.9,17.1,43.1,211.4,194.1,89,28.7,7.6,15,721.7,59.4,73.4,537.6,51.3,NA,NA,NA,NA,NA,838.461538461538,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3307.69230769231,NA,NA,NA,NA,NA,NA,354.545454545455,NA,NA,NA,2333.33333333333,NA,NA,8300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2191.66666666667,NA,NA,NA,NA,NA,268307.692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4223.07692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8144.44444444444,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.909090909091,NA,NA,NA,NA,NA,NA,NA,294076.923076923,NA,NA,NA
"ANGUL",6.9,19.1,25.1,29.7,55.4,205.8,320.2,355.4,228,98.1,14.7,3.6,1362,26,110.2,1109.4,116.4,NA,NA,NA,NA,NA,9053.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.2,477.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1547.16666666667,NA,132.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3821.83333333333,NA,NA,456.666666666667,NA,NA,NA,NA,NA,NA,994.166666666667,NA,1425,NA,NA,3210.33333333333,4346.71428571429,NA,995.833333333333,NA,176.166666666667,NA,NA,4939.14285714286,NA,NA,NA,4404.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932.333333333333,1067.57142857143,NA,18.1666666666667,NA,20.6666666666667,NA,NA,NA,1094.4,NA,2168.83333333333,3575,NA,471.833333333333,NA,787.5,NA,NA,NA,387.5,NA,NA,NA,NA,NA,NA,NA,NA,2939.16666666667,NA,NA,565.75,NA,NA,NA,NA,NA,NA,NA,NA,2803.33333333333,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519,570.333333333333,NA,NA,NA,NA,73,134.428571428571,NA,1,NA,1,NA,877.714285714286,NA,685.333333333333,NA,NA,20738.6666666667,111978.571428571,NA,2152.83333333333,NA,83434.8333333333,NA,NA,30,NA,NA,NA,12.6666666666667,1270.33333333333,5730.71428571429,NA,354,NA,3190,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.625,129.8,140,244.75,NA,NA,NA,NA,NA,1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.5,NA,NA,NA,NA,NA,NA,371,NA,NA,2505,4468.28571428571,NA,109.5,NA,1431.5,NA,NA,NA,97.125,85,NA,NA
"ARARIA",13.8,8,15.4,36.8,114.5,271.7,444.6,352.4,278.3,84,7.4,5.3,1632.2,21.8,166.7,1347,96.7,NA,NA,NA,NA,NA,383.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.666666666667,NA,NA,41.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.25,NA,NA,64,NA,NA,39,NA,NA,NA,334.25,NA,965.6,NA,NA,NA,214,NA,NA,NA,NA,NA,NA,1786,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,35123.8,NA,NA,NA,NA,NA,NA,3917.5,NA,NA,NA,NA,1846,NA,6996,7357,6503.6,8073.6,NA,NA,NA,NA,2811.75,2900.6,NA,NA,1577.25,8063,6538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760.75,NA,NA,5098.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,981.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1307.75,NA,NA,NA,NA,NA,NA,NA,NA,3454,4629,NA,6446.5,NA,NA,NA,NA,NA,NA,809.75,NA,NA,1209,NA,NA,3127,NA,NA,NA,NA,23666.5,NA,NA,13763.8,NA,91927.2,NA,NA,NA,NA,NA,934.333333333333,392,NA,18,12,NA,NA,NA,145.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,2674.5,3498,NA,NA,NA,300,416,833.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.75,NA,NA,NA,563.25,NA,NA,NA,NA,NA,NA,NA,52641,NA,NA,NA
"ARIYALUR",21.2,11.3,13.1,21.9,66.8,51.5,72.7,129.2,138.6,193.4,205.2,146.9,1071.8,32.5,101.8,392,545.5,NA,NA,NA,NA,NA,NA,NA,184.5,NA,NA,NA,NA,NA,604.5,NA,NA,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31150.5,NA,NA,NA,NA,24,NA,NA,NA,NA,335.5,NA,NA,NA,NA,NA,399,NA,NA,NA,3820,NA,NA,NA,NA,NA,NA,NA,1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5816.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7789,NA,NA,NA,NA,166,NA,NA,NA,2,NA,NA,NA,NA,257.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,1119,NA,NA,NA,NA,NA,NA,NA,NA
"AURAIYA",13.5,16.5,7.7,3.2,10.8,59.8,226.9,268.3,145,50.7,3.7,5.8,811.9,30,21.7,700,60.2,NA,NA,NA,NA,NA,3882.66666666667,NA,NA,NA,NA,27565.1666666667,NA,NA,NA,NA,NA,NA,6.5,1,NA,NA,3370.08333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,14.5,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,36.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,2437,941,NA,8305.91666666667,NA,NA,NA,176.454545454545,NA,NA,NA,NA,64.75,16.6666666666667,NA,NA,NA,NA,NA,NA,1891.16666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,10687.6666666667,61,219.5,NA,NA,NA,NA,91.3333333333333,NA,NA,NA,121.444444444444,671,949.857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1428571428571,70.2,142,NA,NA,810.5,NA,NA,NA,NA,NA,NA,NA,NA,4083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813.857142857143,NA,3017,NA,NA,NA,NA,NA,NA,NA,4150.85714285714,NA,3279.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14809.6666666667,NA,NA,NA,NA,NA,44697.4166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,293.090909090909,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,827.142857142857,NA,NA,1251.4,NA,46.25,NA,35.7142857142857,NA,NA,57.4,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,NA,1,NA,NA,NA,1922.33333333333,576,730.857142857143,NA,NA,NA,NA,NA,92952.8333333333,NA,NA,NA
"AURANGABAD",18.1,11.2,7.8,5.7,14.4,122.1,290,253.9,193.6,44.3,7.8,6,974.9,29.3,27.9,859.6,58.1,NA,NA,NA,NA,NA,20525.4782608696,NA,NA,NA,NA,109339.615384615,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,1687.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.11111111111111,NA,194360.090909091,NA,209500,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,2.33333333333333,NA,NA,1,NA,NA,NA,6,NA,24443.7391304348,NA,37,NA,5659.86666666667,NA,289.444444444444,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,13627,152939.181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16882.2,NA,NA,NA,NA,4008,NA,366.5,52078,896.545454545455,106.5625,NA,NA,5963,NA,13831.5,1.5,NA,NA,5770.90909090909,NA,10.4,NA,NA,NA,NA,363.636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,NA,NA,7268.25,NA,3100,NA,NA,NA,NA,NA,NA,4003.76923076923,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,1231,NA,NA,NA,NA,NA,NA,NA,NA,764,1568,NA,1429.33333333333,NA,NA,NA,NA,NA,NA,25.3,NA,NA,31,NA,NA,683.05,NA,NA,NA,NA,147339,411.555555555556,NA,374.5,NA,153260.5,NA,NA,13276.6923076923,NA,NA,1,3,NA,2418.31818181818,24,NA,NA,NA,1406.9,200,NA,NA,NA,4953.27272727273,5700,NA,NA,16250,NA,NA,5357.83333333333,NA,3499.22222222222,3116.85714285714,171.714285714286,NA,NA,NA,3,21.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,NA,NA,NA,NA,NA,2.2,NA,NA,NA,2783.95238095238,NA,NA,NA,NA,NA,NA,NA,48250.652173913,NA,NA,NA
"AURANGABAD",2.5,1.6,3.1,2.8,17.1,130.4,156.3,157.9,149.6,59.2,25,10.7,716.2,4.1,23,594.2,94.9,NA,NA,NA,NA,NA,20525.4782608696,NA,NA,NA,NA,109339.615384615,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,1687.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.11111111111111,NA,194360.090909091,NA,209500,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,2.33333333333333,NA,NA,1,NA,NA,NA,6,NA,24443.7391304348,NA,37,NA,5659.86666666667,NA,289.444444444444,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,13627,152939.181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16882.2,NA,NA,NA,NA,4008,NA,366.5,52078,896.545454545455,106.5625,NA,NA,5963,NA,13831.5,1.5,NA,NA,5770.90909090909,NA,10.4,NA,NA,NA,NA,363.636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,NA,NA,7268.25,NA,3100,NA,NA,NA,NA,NA,NA,4003.76923076923,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,1231,NA,NA,NA,NA,NA,NA,NA,NA,764,1568,NA,1429.33333333333,NA,NA,NA,NA,NA,NA,25.3,NA,NA,31,NA,NA,683.05,NA,NA,NA,NA,147339,411.555555555556,NA,374.5,NA,153260.5,NA,NA,13276.6923076923,NA,NA,1,3,NA,2418.31818181818,24,NA,NA,NA,1406.9,200,NA,NA,NA,4953.27272727273,5700,NA,NA,16250,NA,NA,5357.83333333333,NA,3499.22222222222,3116.85714285714,171.714285714286,NA,NA,NA,3,21.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,NA,NA,NA,NA,NA,2.2,NA,NA,NA,2783.95238095238,NA,NA,NA,NA,NA,NA,NA,48250.652173913,NA,NA,NA
